bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_duration_ms,dst2src_packets,dst2src_bytes,bidirectional_min_ps,bidirectional_mean_ps,bidirectional_stddev_ps,bidirectional_max_ps,src2dst_min_ps,src2dst_mean_ps,src2dst_stddev_ps,src2dst_max_ps,dst2src_min_ps,dst2src_mean_ps,dst2src_stddev_ps,dst2src_max_ps,bidirectional_min_piat_ms,bidirectional_mean_piat_ms,bidirectional_stddev_piat_ms,bidirectional_max_piat_ms,src2dst_min_piat_ms,src2dst_mean_piat_ms,src2dst_stddev_piat_ms,src2dst_max_piat_ms,dst2src_min_piat_ms,dst2src_mean_piat_ms,dst2src_stddev_piat_ms,dst2src_max_piat_ms,bidirectional_syn_packets,bidirectional_cwr_packets,bidirectional_ece_packets,bidirectional_urg_packets,bidirectional_ack_packets,bidirectional_psh_packets,bidirectional_rst_packets,bidirectional_fin_packets,src2dst_syn_packets,src2dst_cwr_packets,src2dst_ece_packets,src2dst_urg_packets,src2dst_ack_packets,src2dst_psh_packets,src2dst_rst_packets,src2dst_fin_packets,dst2src_syn_packets,dst2src_cwr_packets,dst2src_ece_packets,dst2src_urg_packets,dst2src_ack_packets,dst2src_psh_packets,dst2src_rst_packets,dst2src_fin_packets,udps.srcdst_packet_size_variation,udps.srcdst_udp_packet_count,udps.udp_packet_count,udps.srcdst_tcp_packet_count,udps.tcp_packet_count,udps.srcdst_ack_packet_count,udps.ack_packet_count,udps.srcdst_fin_packet_count,udps.fin_packet_count,udps.srcdst_rst_packet_count,udps.rst_packet_count,udps.srcdst_psh_packet_count,udps.psh_packet_count,udps.srcdst_syn_packet_count,udps.syn_packet_count,udps.srcdst_unique_ports_count,udps.srcdst_icmp_packet_count,udps.icmp_packet_count,udps.srcdst_http_ports_count,udps.http_ports_count,udps.srcdst_bidirectional_duration_avg,udps.bidirectional_duration_avg,udps.srcdst_dns_port_count,udps.dns_port_count,udps.srcdst_dns_port_src_count,udps.dns_port_src_count,udps.srcdst_vul_ports_count,udps.src2dst_packet_count,udps.bidirectional_packet_count,udps.srcdst_src2dst_packet_count,udps.srcdst_bidirectional_packet_count,label
81324,25,24724,81324,16,1000,73208,9,23724,60,988.96,2737.226751659424,11649,60,62.5,4.926120853842977,74,60,2636.0,4208.170118947189,11649,0,3388.4999999999995,14231.864765224977,69740,0,5421.6,17915.00028228539,69740,0,9151.0,25147.11123426648,71375,4,0,0,0,23,4,2,3,2,0,0,0,14,2,2,0,2,0,0,0,9,2,0,3,5792.1704265327,0,0,350,350,8754,8754,861,861,699,699,1418,1418,1398,1398,350,0,0,350,350,79239.46857142857,79239.46857142857,0,0,0,0,350,5672,9453,5672,9453,DDoS
81313,25,24724,81313,16,1000,73198,9,23724,60,988.96,2867.6866908131137,11649,60,62.5,4.926120853842977,74,60,2636.0,4461.204517840445,11649,0,3388.041666666667,14243.954908415397,69797,0,5420.866666666667,17930.913560770117,69797,0,9149.75,25168.69770596575,71428,4,0,0,0,23,4,2,3,2,0,0,0,14,2,2,0,2,0,0,0,9,2,0,3,5792.1704265327,0,0,350,350,8752,8752,861,861,699,699,1418,1418,1398,1398,350,0,0,350,350,79238.93428571429,79238.93428571429,0,0,0,0,350,5671,9451,5671,9451,DDoS
81318,25,24724,81318,16,1000,73209,9,23724,60,988.96,2867.6866908131137,11649,60,62.5,4.926120853842977,74,60,2636.0,4461.204517840445,11649,0,3388.25,14233.63247123119,69749,0,5421.199999999999,17917.368378196614,69749,0,9151.125,25149.42939107025,71381,4,0,0,0,23,4,2,3,2,0,0,0,14,2,2,0,2,0,0,0,9,2,0,3,5792.1704265327,0,0,350,350,8751,8751,861,861,699,699,1418,1418,1398,1398,350,0,0,350,350,79239.66,79239.66,0,0,0,0,350,5671,9450,5671,9450,DDoS
81325,25,24724,81325,16,1000,73213,9,23724,60,988.96,2867.6866908131137,11649,60,62.5,4.926120853842977,74,60,2636.0,4461.204517840445,11649,0,3388.541666666667,14237.703554995362,69768,0,5421.666666666667,17922.65887348298,69768,0,9151.625,25156.781073542432,71400,4,0,0,0,23,4,2,3,2,0,0,0,14,2,2,0,2,0,0,0,9,2,0,3,5792.1704265327,0,0,350,350,8746,8746,861,861,699,699,1418,1418,1398,1398,350,0,0,350,350,79240.40571428572,79240.40571428572,0,0,0,0,350,5669,9445,5669,9445,DDoS
81289,26,24784,81289,16,1000,73182,10,23784,60,953.2307692307696,2688.104332911091,11649,60,62.5,4.926120853842977,74,60,2378.4,4050.264249266817,11649,0,3251.56,14067.355016965104,70323,0,5419.266666666667,18073.6696189578,70323,0,8131.333333333333,23618.39799287835,71102,4,0,0,0,24,4,2,3,2,0,0,0,14,2,2,0,2,0,0,0,10,2,0,3,5792.1704265327,0,0,350,350,8745,8745,862,862,699,699,1418,1418,1398,1398,350,0,0,350,350,79241.31714285714,79241.31714285714,0,0,0,0,350,5668,9444,5668,9444,DDoS
81297,28,24886,81297,16,1000,73210,12,23886,60,888.7857142857144,1735.5938327791307,5894,60,62.5,4.926120853842977,74,60,1990.5,2253.1209667723324,5894,0,3011.0000000000005,13589.48463674424,70558,0,5419.8,18137.775057282288,70558,0,6655.454545454547,21456.077569600817,71337,4,0,0,0,26,4,2,2,2,0,0,0,14,2,2,0,2,0,0,0,12,2,0,2,2914.67413844727,0,0,350,350,8746,8746,862,862,699,699,1418,1418,1398,1398,350,0,0,350,350,79242.25142857143,79242.25142857143,0,0,0,0,350,5668,9445,5668,9445,DDoS
81282,30,25006,81282,18,1120,73195,12,23886,60,833.5333333333335,1598.3559168037664,4434,60,62.22222222222223,4.697377936373035,74,60,1990.5,2073.988143211484,4434,0,2802.8275862068967,13119.687981015852,70566,0,4781.294117647059,17063.74713671028,70566,0,6654.090909090908,21456.13939857096,71336,4,0,0,0,28,4,2,2,2,0,0,0,16,2,2,0,2,0,0,0,12,2,0,2,2184.676635111018,0,0,350,350,8749,8749,862,862,699,699,1418,1418,1398,1398,350,0,0,350,350,79243.20285714285,79243.20285714285,0,0,0,0,350,5670,9448,5670,9448,DDoS
80985,27,24832,80985,16,1000,72935,11,23832,60,919.7037037037036,1938.09823151092,7354,60,62.5,4.926120853842977,74,60,2166.545454545455,2623.0507186723007,7354,0,3114.807692307692,13847.67891603277,70566,0,5399.0,18144.246238723408,70566,0,7293.500000000002,22505.452234464825,71338,4,0,0,0,25,4,2,2,2,0,0,0,14,2,2,0,2,0,0,0,11,2,0,2,3644.6726419071806,0,0,350,350,8750,8750,862,862,699,699,1418,1418,1398,1398,350,0,0,350,350,79243.30571428571,79243.30571428571,0,0,0,0,350,5670,9449,5670,9449,DDoS
75,6,425,75,4,305,0,2,120,60,70.83333333333333,17.440374613713626,100,60,76.25,19.73786547054502,100,60,60.0,0.0,60,0,15.0,20.54263858417414,38,0,25.0,21.65640782770772,38,0,0.0,0.0,0,0,0,0,0,6,2,0,2,0,0,0,0,4,2,0,1,0,0,0,0,2,0,0,1,20.0,0,0,10,31,281,844,6,16,0,0,107,269,6,16,1,0,0,10,31,860.0,909.3548387096774,0,0,0,0,10,361,852,121,284,BENIGN
75,6,425,75,4,305,0,2,120,60,70.83333333333333,17.440374613713626,100,60,76.25,19.73786547054502,100,60,60.0,0.0,60,0,15.0,20.54263858417414,38,0,25.0,21.65640782770772,38,0,0.0,0.0,0,0,0,0,0,6,2,0,2,0,0,0,0,4,2,0,1,0,0,0,0,2,0,0,1,20.0,0,0,19,173,207,680,4,38,0,0,49,127,4,42,2,0,0,19,173,129.31578947368422,400.3005780346821,0,0,0,0,19,366,701,91,209,BENIGN
52,7,510,52,4,305,0,3,205,60,72.85714285714286,16.797108594721212,100,60,76.25,19.73786547054502,100,60,68.33333333333333,14.433756729740644,85,0,8.666666666666668,15.121728296285008,37,0,17.333333333333332,18.610033136277146,37,0,0.0,0.0,0,0,0,0,0,7,3,1,2,0,0,0,0,4,2,1,1,0,0,0,0,3,1,0,1,19.737865470545017,0,0,5,13,38,113,2,7,1,6,18,54,2,6,1,0,0,5,13,365.2,816.4615384615385,0,0,0,0,5,68,121,21,39,BENIGN
427,31,27252,427,15,1597,332,16,25655,66,879.0967741935484,964.6965103022022,2962,66,106.46666666666668,105.44522387521988,385,66,1603.4375,833.2445794403146,2962,0,14.233333333333327,33.04822321201647,95,0,30.5,43.7787268325259,95,0,22.13333333333333,46.31085443063254,139,2,0,0,0,30,5,0,0,1,0,0,0,14,2,0,0,1,0,0,0,16,3,0,0,1402.9160998909854,0,0,2,2,32,32,0,0,0,0,5,5,4,4,1,0,0,2,2,261.0,261.0,0,0,0,0,2,17,34,17,34,BENIGN
15,3,200,15,2,134,0,1,66,60,66.66666666666667,7.023769168568493,74,60,67.0,9.899494936611664,74,66,66.0,0.0,66,0,7.5,10.606601717798211,15,15,15.0,0.0,15,0,0.0,0.0,0,2,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,5.744562646538029,0,0,1,8,2,21,0,2,0,0,0,2,2,6,1,0,0,1,8,15.0,18.25,0,0,0,0,1,14,24,2,3,BENIGN
23,3,214,23,2,140,0,1,74,66,71.33333333333333,4.618802153517004,74,66,70.0,5.656854249492381,74,74,74.0,0.0,74,0,11.5,16.263455967290593,23,23,23.0,0.0,23,0,0.0,0.0,0,2,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4.0,0,0,3,350,18,1045,0,97,0,5,6,129,6,92,1,0,0,3,350,243.66666666666663,321.87142857142857,0,0,0,0,3,593,1090,13,21,BENIGN
116,13,5423,116,7,993,52,6,4430,66,417.1538461538462,567.0753692049888,1514,66,141.85714285714286,135.0980243766584,408,66,738.3333333333333,721.1004553227425,1514,0,9.666666666666668,14.066939534909071,40,0,19.333333333333336,26.0742529455144,67,0,10.4,12.521980673998822,24,2,0,0,0,12,4,0,0,1,0,0,0,6,2,0,0,1,0,0,0,6,2,0,0,686.2076945065539,0,0,1,61,12,319,0,14,0,0,4,80,2,22,1,0,0,1,61,116.0,314.9836065573771,0,0,0,0,1,161,330,7,13,BENIGN
